CUSTOM_ID,SR_ID
ID-002169,AA00000013237
ID-001980,AA00000013236
ID-001980,AA00000013235
ID-001980,AA00000013234
ID-001980,AA00000013233
ID-001980,AA00000013232
ID-001980,AA00000013231
ID-000387,AA00000013230
ID-000387,AA00000013229
ID-000387,AA00000013228
ID-000387,AA00000013227
ID-000387,AA00000013226
ID-000387,AA00000013225
ID-000387,AA00000013224
ID-000387,AA00000013223
ID-000387,AA00000013222
ID-000387,AA00000013221
ID-000387,AA00000013220
ID-000387,AA00000013219
ID-000387,AA00000013218
ID-000387,AA00000013217
ID-000387,AA00000013216
ID-000387,AA00000013215
ID-000387,AA00000013214
ID-001465,AA00000013213
ID-001465,AA00000013212
ID-001465,AA00000013211
ID-001465,AA00000013210
ID-000335,AA00000013209
ID-000335,AA00000013208
ID-000335,AA00000013207
ID-000632,AA00000013206
ID-000632,AA00000013205
ID-005291,AA00000013204
ID-000466,AA00000013203
ID-000466,AA00000013202
ID-000466,AA00000013201
ID-003055,AA00000013200
ID-003055,AA00000013199
ID-003055,AA00000013198
ID-003555,AA00000013197
ID-003555,AA00000013196
ID-002830,AA00000013195
ID-002830,AA00000013194
ID-002830,AA00000013193
ID-002134,AA00000013192
ID-002134,AA00000013191
ID-003420,AA00000013190
ID-003420,AA00000013189
ID-003420,AA00000013188
ID-003420,AA00000013187
ID-004871,AA00000013186
ID-004871,AA00000013185
ID-004871,AA00000013184
ID-003068,AA00000013183
ID-003068,AA00000013182
ID-003068,AA00000013181
ID-003068,AA00000013180
ID-003068,AA00000013179
ID-005874,AA00000013178
ID-003336,AA00000013177
ID-004528,AA00000013176
ID-004528,AA00000013175
ID-004528,AA00000013174
ID-001197,AA00000013173
ID-001197,AA00000013172
ID-001197,AA00000013171
ID-001197,AA00000013170
ID-001197,AA00000013169
ID-001197,AA00000013168
ID-001197,AA00000013167
ID-001197,AA00000013166
ID-001197,AA00000013165
ID-001197,AA00000013164
ID-002592,AA00000013163
ID-002592,AA00000013162
ID-002592,AA00000013161
ID-002592,AA00000013160
ID-005304,AA00000013159
ID-005304,AA00000013158
ID-003435,AA00000013157
ID-003435,AA00000013156
ID-003435,AA00000013155
ID-003435,AA00000013154
ID-002110,AA00000013153
ID-002110,AA00000013152
ID-002110,AA00000013151
ID-005851,AA00000013150
ID-003657,AA00000013149
ID-003657,AA00000013148
ID-005754,AA00000013147
ID-002422,AA00000013146
ID-002422,AA00000013145
ID-001496,AA00000013144
ID-001496,AA00000013143
ID-001496,AA00000013142
ID-003498,AA00000013141
ID-003498,AA00000013140
ID-003498,AA00000013139
ID-003498,AA00000013138
ID-003498,AA00000013137
ID-004618,AA00000013136
ID-004618,AA00000013135
ID-004618,AA00000013134
ID-004618,AA00000013133
ID-004618,AA00000013132
ID-004618,AA00000013131
ID-005976,AA00000013130
ID-005976,AA00000013129
ID-000355,AA00000013128
ID-000355,AA00000013127
ID-000355,AA00000013126
ID-000355,AA00000013125
ID-000355,AA00000013124
ID-000355,AA00000013123
ID-000355,AA00000013122
ID-000355,AA00000013121
ID-004499,AA00000013120
ID-004499,AA00000013119
ID-004499,AA00000013118
ID-004088,AA00000013117
ID-004088,AA00000013116
ID-004088,AA00000013115
ID-004088,AA00000013114
ID-004088,AA00000013113
ID-004088,AA00000013112
ID-004088,AA00000013111
ID-004088,AA00000013110
ID-004088,AA00000013109
ID-004911,AA00000013108
ID-003733,AA00000013107
ID-003733,AA00000013106
ID-003733,AA00000013105
ID-003733,AA00000013104
ID-003733,AA00000013103
ID-003733,AA00000013102
ID-003733,AA00000013101
ID-003733,AA00000013100
ID-003733,AA00000013099
ID-003733,AA00000013098
ID-003733,AA00000013097
ID-003733,AA00000013096
ID-003534,AA00000013095
ID-003534,AA00000013094
ID-001180,AA00000013093
ID-001180,AA00000013092
ID-000805,AA00000013091
ID-000805,AA00000013090
ID-001728,AA00000013089
ID-001728,AA00000013088
ID-001728,AA00000013087
ID-001728,AA00000013086
ID-001728,AA00000013085
ID-001728,AA00000013084
ID-001728,AA00000013083
ID-001728,AA00000013082
ID-005914,AA00000013081
ID-000688,AA00000013080
ID-000688,AA00000013079
ID-000688,AA00000013078
ID-000688,AA00000013077
ID-000688,AA00000013076
ID-000688,AA00000013075
ID-000688,AA00000013074
ID-000648,AA00000013073
ID-000648,AA00000013072
ID-000648,AA00000013071
ID-000648,AA00000013070
ID-000648,AA00000013069
ID-005398,AA00000013068
ID-001841,AA00000013067
ID-001841,AA00000013066
ID-000679,AA00000013065
ID-000679,AA00000013064
ID-000679,AA00000013063
ID-000679,AA00000013062
ID-000679,AA00000013061
ID-000679,AA00000013060
ID-002128,AA00000013059
ID-002128,AA00000013058
ID-002128,AA00000013057
ID-002128,AA00000013056
ID-002128,AA00000013055
ID-005569,AA00000013054
ID-005653,AA00000013053
ID-004368,AA00000013052
ID-004368,AA00000013051
ID-005013,AA00000013050
ID-002479,AA00000013049
ID-002479,AA00000013048
ID-002479,AA00000013047
ID-002479,AA00000013046
ID-002479,AA00000013045
ID-004199,AA00000013044
ID-004199,AA00000013043
ID-004199,AA00000013042
ID-004199,AA00000013041
ID-004199,AA00000013040
ID-004199,AA00000013039
ID-002581,AA00000013038
ID-002581,AA00000013037
ID-001703,AA00000013036
ID-001703,AA00000013035
ID-001703,AA00000013034
ID-001703,AA00000013033
ID-001703,AA00000013032
ID-001703,AA00000013031
ID-002088,AA00000013030
ID-002088,AA00000013029
ID-003090,AA00000013028
ID-004401,AA00000013027
ID-004401,AA00000013026
ID-004401,AA00000013025
ID-004401,AA00000013024
ID-002633,AA00000013023
ID-002633,AA00000013022
ID-002633,AA00000013021
ID-002633,AA00000013020
ID-002633,AA00000013019
ID-002633,AA00000013018
ID-002633,AA00000013017
ID-002633,AA00000013016
ID-003515,AA00000013015
ID-003515,AA00000013014
ID-005131,AA00000013013
ID-005131,AA00000013012
ID-005131,AA00000013011
ID-003406,AA00000013010
ID-003406,AA00000013009
ID-003406,AA00000013008
ID-005196,AA00000013007
ID-004238,AA00000013006
ID-000272,AA00000013005
ID-002251,AA00000013004
ID-002251,AA00000013003
ID-002251,AA00000013002
ID-002251,AA00000013001
ID-002069,AA00000013000
ID-002069,AA00000012999
ID-002069,AA00000012998
ID-002069,AA00000012997
ID-002069,AA00000012996
ID-002069,AA00000012995
ID-002069,AA00000012994
ID-002069,AA00000012993
ID-002069,AA00000012992
ID-002069,AA00000012991
ID-002069,AA00000012990
ID-002081,AA00000012989
ID-003139,AA00000012988
ID-003030,AA00000012987
ID-003030,AA00000012986
ID-003030,AA00000012985
ID-003030,AA00000012984
ID-003030,AA00000012983
ID-003030,AA00000012982
ID-003030,AA00000012981
ID-003030,AA00000012980
ID-003030,AA00000012979
ID-003030,AA00000012978
ID-003030,AA00000012977
ID-003030,AA00000012976
ID-005944,AA00000012975
ID-003299,AA00000012974
ID-003299,AA00000012973
ID-001964,AA00000012972
ID-001964,AA00000012971
ID-001964,AA00000012970
ID-001773,AA00000012969
ID-001773,AA00000012968
ID-001773,AA00000012967
ID-004742,AA00000012966
ID-004742,AA00000012965
ID-004685,AA00000012964
ID-004685,AA00000012963
ID-000381,AA00000012962
ID-000381,AA00000012961
ID-000381,AA00000012960
ID-000381,AA00000012959
ID-000381,AA00000012958
ID-000381,AA00000012957
ID-000381,AA00000012956
ID-000381,AA00000012955
ID-000381,AA00000012954
ID-000381,AA00000012953
ID-000381,AA00000012952
ID-000381,AA00000012951
ID-000381,AA00000012950
ID-000381,AA00000012949
ID-000381,AA00000012948
ID-000381,AA00000012947
ID-000381,AA00000012946
ID-000381,AA00000012945
ID-000381,AA00000012944
ID-000381,AA00000012943
ID-000381,AA00000012942
ID-005624,AA00000012941
ID-002617,AA00000012940
ID-002617,AA00000012939
ID-002617,AA00000012938
ID-005082,AA00000012937
ID-004102,AA00000012936
ID-004102,AA00000012935
ID-004102,AA00000012934
ID-003244,AA00000012933
ID-003244,AA00000012932
ID-003244,AA00000012931
ID-003244,AA00000012930
ID-003244,AA00000012929
ID-003244,AA00000012928
ID-002288,AA00000012927
ID-002288,AA00000012926
ID-002288,AA00000012925
ID-002288,AA00000012924
ID-002288,AA00000012923
ID-002288,AA00000012922
ID-002288,AA00000012921
ID-002288,AA00000012920
ID-002288,AA00000012919
ID-002288,AA00000012918
ID-002288,AA00000012917
ID-002288,AA00000012916
ID-002288,AA00000012915
ID-004799,AA00000012914
ID-004799,AA00000012913
ID-004799,AA00000012912
ID-001453,AA00000012911
ID-001453,AA00000012910
ID-001453,AA00000012909
ID-001453,AA00000012908
ID-004010,AA00000012907
ID-004010,AA00000012906
ID-004010,AA00000012905
ID-004010,AA00000012904
ID-004010,AA00000012903
ID-004010,AA00000012902
ID-004010,AA00000012901
ID-004010,AA00000012900
ID-004010,AA00000012899
ID-004010,AA00000012898
ID-004010,AA00000012897
ID-004010,AA00000012896
ID-004010,AA00000012895
ID-005826,AA00000012894
ID-005593,AA00000012893
ID-001391,AA00000012892
ID-001391,AA00000012891
ID-001391,AA00000012890
ID-001391,AA00000012889
ID-001391,AA00000012888
ID-001391,AA00000012887
ID-001391,AA00000012886
ID-001391,AA00000012885
ID-001391,AA00000012884
ID-001391,AA00000012883
ID-001391,AA00000012882
ID-002823,AA00000012881
ID-002823,AA00000012880
ID-002823,AA00000012879
ID-001187,AA00000012878
ID-004242,AA00000012877
ID-004242,AA00000012876
ID-004242,AA00000012875
ID-004242,AA00000012874
ID-005095,AA00000012873
ID-005095,AA00000012872
ID-001408,AA00000012871
ID-001408,AA00000012870
ID-001408,AA00000012869
ID-003586,AA00000012868
ID-003586,AA00000012867
ID-003586,AA00000012866
ID-004763,AA00000012865
ID-004763,AA00000012864
ID-004763,AA00000012863
ID-000228,AA00000012862
ID-000228,AA00000012861
ID-000228,AA00000012860
ID-000228,AA00000012859
ID-000228,AA00000012858
ID-000228,AA00000012857
ID-000228,AA00000012856
ID-000228,AA00000012855
ID-000228,AA00000012854
ID-002885,AA00000012853
ID-002885,AA00000012852
ID-002885,AA00000012851
ID-003317,AA00000012850
ID-003317,AA00000012849
ID-003317,AA00000012848
ID-002846,AA00000012847
ID-002846,AA00000012846
ID-002846,AA00000012845
ID-002846,AA00000012844
ID-002846,AA00000012843
ID-002846,AA00000012842
ID-002846,AA00000012841
ID-002846,AA00000012840
ID-002846,AA00000012839
ID-002846,AA00000012838
ID-002846,AA00000012837
ID-004564,AA00000012836
ID-001429,AA00000012835
ID-001429,AA00000012834
ID-001429,AA00000012833
ID-001429,AA00000012832
ID-001429,AA00000012831
ID-001429,AA00000012830
ID-001429,AA00000012829
ID-001429,AA00000012828
ID-004378,AA00000012827
ID-005954,AA00000012826
ID-000687,AA00000012825
ID-000687,AA00000012824
ID-000687,AA00000012823
ID-000687,AA00000012822
ID-002772,AA00000012821
ID-002772,AA00000012820
ID-003903,AA00000012819
ID-003903,AA00000012818
ID-004262,AA00000012817
ID-004262,AA00000012816
ID-004262,AA00000012815
ID-002978,AA00000012814
ID-002978,AA00000012813
ID-002978,AA00000012812
ID-004113,AA00000012811
ID-004113,AA00000012810
ID-004113,AA00000012809
ID-002860,AA00000012808
ID-002860,AA00000012807
ID-002860,AA00000012806
ID-002860,AA00000012805
ID-004558,AA00000012804
ID-001403,AA00000012803
ID-001403,AA00000012802
ID-000612,AA00000012801
ID-000612,AA00000012800
ID-001936,AA00000012799
ID-005487,AA00000012798
ID-001134,AA00000012797
ID-001134,AA00000012796
ID-001134,AA00000012795
ID-001134,AA00000012794
ID-001134,AA00000012793
ID-001134,AA00000012792
ID-001134,AA00000012791
ID-001134,AA00000012790
ID-001134,AA00000012789
ID-001134,AA00000012788
ID-001134,AA00000012787
ID-001134,AA00000012786
ID-001134,AA00000012785
ID-001134,AA00000012784
ID-001134,AA00000012783
ID-001134,AA00000012782
ID-001134,AA00000012781
ID-001134,AA00000012780
ID-001134,AA00000012779
ID-001134,AA00000012778
ID-001134,AA00000012777
ID-001134,AA00000012776
ID-001134,AA00000012775
ID-001134,AA00000012774
ID-001134,AA00000012773
ID-001134,AA00000012772
ID-001404,AA00000012771
ID-001404,AA00000012770
ID-001404,AA00000012769
ID-001159,AA00000012768
ID-001159,AA00000012767
ID-004331,AA00000012766
ID-004331,AA00000012765
ID-001366,AA00000012764
ID-002299,AA00000012763
ID-002299,AA00000012762
ID-002299,AA00000012761
ID-002926,AA00000012760
ID-002926,AA00000012759
ID-002926,AA00000012758
ID-002926,AA00000012757
ID-002926,AA00000012756
ID-002926,AA00000012755
ID-002926,AA00000012754
ID-002926,AA00000012753
ID-002926,AA00000012752
ID-002926,AA00000012751
ID-002926,AA00000012750
ID-002926,AA00000012749
ID-002926,AA00000012748
ID-000108,AA00000012747
ID-000108,AA00000012746
ID-000108,AA00000012745
ID-000108,AA00000012744
ID-000108,AA00000012743
ID-000108,AA00000012742
ID-000108,AA00000012741
ID-000108,AA00000012740
ID-000108,AA00000012739
ID-000108,AA00000012738
ID-000108,AA00000012737
ID-000108,AA00000012736
ID-000108,AA00000012735
ID-000108,AA00000012734
ID-000108,AA00000012733
ID-000108,AA00000012732
ID-000108,AA00000012731
ID-000108,AA00000012730
ID-000108,AA00000012729
ID-000108,AA00000012728
ID-000108,AA00000012727
ID-000108,AA00000012726
ID-000108,AA00000012725
ID-000108,AA00000012724
ID-000108,AA00000012723
ID-000108,AA00000012722
ID-000108,AA00000012721
ID-000108,AA00000012720
ID-000108,AA00000012719
ID-000108,AA00000012718
ID-000108,AA00000012717
ID-000108,AA00000012716
ID-000108,AA00000012715
ID-000108,AA00000012714
ID-000108,AA00000012713
ID-000108,AA00000012712
ID-000108,AA00000012711
ID-000108,AA00000012710
ID-000108,AA00000012709
ID-000108,AA00000012708
ID-000108,AA00000012707
ID-000108,AA00000012706
ID-000108,AA00000012705
ID-000108,AA00000012704
ID-000108,AA00000012703
ID-000108,AA00000012702
ID-000108,AA00000012701
ID-000108,AA00000012700
ID-000108,AA00000012699
ID-000108,AA00000012698
ID-000108,AA00000012697
ID-000108,AA00000012696
ID-000108,AA00000012695
ID-000108,AA00000012694
ID-000108,AA00000012693
ID-000108,AA00000012692
ID-000108,AA00000012691
ID-000108,AA00000012690
ID-000108,AA00000012689
ID-000108,AA00000012688
ID-000108,AA00000012687
ID-000108,AA00000012686
ID-000108,AA00000012685
ID-000108,AA00000012684
ID-000108,AA00000012683
ID-000108,AA00000012682
ID-000108,AA00000012681
ID-000108,AA00000012680
ID-000108,AA00000012679
ID-000108,AA00000012678
ID-000108,AA00000012677
ID-000108,AA00000012676
ID-000108,AA00000012675
ID-000108,AA00000012674
ID-000108,AA00000012673
ID-000108,AA00000012672
ID-000108,AA00000012671
ID-000108,AA00000012670
ID-000108,AA00000012669
ID-000108,AA00000012668
ID-000108,AA00000012667
ID-000108,AA00000012666
ID-000108,AA00000012665
ID-000108,AA00000012664
ID-000108,AA00000012663
ID-000108,AA00000012662
ID-000108,AA00000012661
ID-000108,AA00000012660
ID-000108,AA00000012659
ID-000108,AA00000012658
ID-000108,AA00000012657
ID-000108,AA00000012656
ID-000108,AA00000012655
ID-000108,AA00000012654
ID-000108,AA00000012653
ID-000108,AA00000012652
ID-000108,AA00000012651
ID-000108,AA00000012650
ID-000108,AA00000012649
ID-000108,AA00000012648
ID-000108,AA00000012647
ID-000108,AA00000012646
ID-000108,AA00000012645
ID-000108,AA00000012644
ID-000108,AA00000012643
ID-000108,AA00000012642
ID-000108,AA00000012641
ID-000108,AA00000012640
ID-000108,AA00000012639
ID-000108,AA00000012638
ID-000108,AA00000012637
ID-000108,AA00000012636
ID-000108,AA00000012635
ID-000108,AA00000012634
ID-000108,AA00000012633
ID-000108,AA00000012632
ID-000108,AA00000012631
ID-000108,AA00000012630
ID-000108,AA00000012629
ID-000108,AA00000012628
ID-000108,AA00000012627
ID-000108,AA00000012626
ID-000108,AA00000012625
ID-000108,AA00000012624
ID-000108,AA00000012623
ID-000108,AA00000012622
ID-000108,AA00000012621
ID-000108,AA00000012620
ID-000108,AA00000012619
ID-000108,AA00000012618
ID-000108,AA00000012617
ID-000108,AA00000012616
ID-000108,AA00000012615
ID-000108,AA00000012614
ID-000108,AA00000012613
ID-000108,AA00000012612
ID-000108,AA00000012611
ID-000108,AA00000012610
ID-000108,AA00000012609
ID-000108,AA00000012608
ID-000108,AA00000012607
ID-000108,AA00000012606
ID-000108,AA00000012605
ID-000108,AA00000012604
ID-000108,AA00000012603
ID-000108,AA00000012602
ID-000108,AA00000012601
ID-000108,AA00000012600
ID-000108,AA00000012599
ID-000108,AA00000012598
ID-000108,AA00000012597
ID-000108,AA00000012596
ID-000108,AA00000012595
ID-000108,AA00000012594
ID-000108,AA00000012593
ID-000108,AA00000012592
ID-000108,AA00000012591
ID-000108,AA00000012590
ID-000108,AA00000012589
ID-000108,AA00000012588
ID-000108,AA00000012587
ID-000108,AA00000012586
ID-000108,AA00000012585
ID-000108,AA00000012584
ID-000108,AA00000012583
ID-000108,AA00000012582
ID-000108,AA00000012581
ID-000108,AA00000012580
ID-000108,AA00000012579
ID-000108,AA00000012578
ID-000108,AA00000012577
ID-000108,AA00000012576
ID-000108,AA00000012575
ID-000108,AA00000012574
ID-000108,AA00000012573
ID-000108,AA00000012572
ID-000108,AA00000012571
ID-000108,AA00000012570
ID-000108,AA00000012569
ID-000108,AA00000012568
ID-000108,AA00000012567
ID-000108,AA00000012566
ID-000108,AA00000012565
ID-000108,AA00000012564
ID-000108,AA00000012563
ID-000108,AA00000012562
ID-000108,AA00000012561
ID-000108,AA00000012560
ID-000108,AA00000012559
ID-000108,AA00000012558
ID-000108,AA00000012557
ID-000108,AA00000012556
ID-000108,AA00000012555
ID-000108,AA00000012554
ID-000108,AA00000012553
ID-002670,AA00000012552
ID-002670,AA00000012551
ID-002670,AA00000012550
ID-002670,AA00000012549
ID-002670,AA00000012548
ID-002670,AA00000012547
ID-001388,AA00000012546
ID-001388,AA00000012545
ID-001388,AA00000012544
ID-001388,AA00000012543
ID-001388,AA00000012542
ID-001388,AA00000012541
ID-001388,AA00000012540
ID-001388,AA00000012539
ID-001388,AA00000012538
ID-001388,AA00000012537
ID-001388,AA00000012536
ID-001388,AA00000012535
ID-001388,AA00000012534
ID-001388,AA00000012533
ID-001388,AA00000012532
ID-001388,AA00000012531
ID-001388,AA00000012530
ID-001388,AA00000012529
ID-001388,AA00000012528
ID-001388,AA00000012527
ID-001388,AA00000012526
ID-001388,AA00000012525
ID-005909,AA00000012524
ID-003944,AA00000012523
ID-003944,AA00000012522
ID-003944,AA00000012521
ID-004719,AA00000012520
ID-004719,AA00000012519
ID-004719,AA00000012518
ID-005800,AA00000012517
ID-001633,AA00000012516
ID-004222,AA00000012515
ID-004222,AA00000012514
ID-003691,AA00000012513
ID-003691,AA00000012512
ID-003696,AA00000012511
ID-003696,AA00000012510
ID-004583,AA00000012509
ID-003510,AA00000012508
ID-003510,AA00000012507
ID-003510,AA00000012506
ID-004442,AA00000012505
ID-004442,AA00000012504
ID-004442,AA00000012503
ID-004442,AA00000012502
ID-004442,AA00000012501
ID-004442,AA00000012500
ID-002950,AA00000012499
ID-002950,AA00000012498
ID-002078,AA00000012497
ID-002078,AA00000012496
ID-002078,AA00000012495
ID-002078,AA00000012494
ID-002078,AA00000012493
ID-002078,AA00000012492
ID-002078,AA00000012491
ID-002078,AA00000012490
ID-002078,AA00000012489
ID-002078,AA00000012488
ID-002078,AA00000012487
ID-002078,AA00000012486
ID-002078,AA00000012485
ID-004057,AA00000012484
ID-004057,AA00000012483
ID-005647,AA00000012482
ID-001962,AA00000012481
ID-001962,AA00000012480
ID-001962,AA00000012479
ID-004530,AA00000012478
ID-004530,AA00000012477
ID-004530,AA00000012476
ID-004530,AA00000012475
ID-002002,AA00000012474
ID-002002,AA00000012473
ID-000174,AA00000012472
ID-000174,AA00000012471
ID-000174,AA00000012470
ID-000174,AA00000012469
ID-000174,AA00000012468
ID-000174,AA00000012467
ID-003986,AA00000012466
ID-003986,AA00000012465
ID-003986,AA00000012464
ID-003986,AA00000012463
ID-003986,AA00000012462
ID-004596,AA00000012461
ID-004596,AA00000012460
ID-004596,AA00000012459
ID-004596,AA00000012458
ID-004596,AA00000012457
ID-004721,AA00000012456
ID-004972,AA00000012455
ID-004972,AA00000012454
ID-001680,AA00000012453
ID-001680,AA00000012452
ID-001680,AA00000012451
ID-001680,AA00000012450
ID-001680,AA00000012449
ID-001680,AA00000012448
ID-001680,AA00000012447
ID-001786,AA00000012446
ID-001786,AA00000012445
ID-001786,AA00000012444
ID-001786,AA00000012443
ID-001786,AA00000012442
ID-001786,AA00000012441
ID-001786,AA00000012440
ID-001786,AA00000012439
ID-001786,AA00000012438
ID-001786,AA00000012437
ID-001786,AA00000012436
ID-001786,AA00000012435
ID-001786,AA00000012434
ID-001786,AA00000012433
ID-001786,AA00000012432
ID-001786,AA00000012431
ID-001786,AA00000012430
ID-001786,AA00000012429
ID-001786,AA00000012428
ID-001786,AA00000012427
ID-001786,AA00000012426
ID-001786,AA00000012425
ID-001786,AA00000012424
ID-001786,AA00000012423
ID-001786,AA00000012422
ID-001786,AA00000012421
ID-001786,AA00000012420
ID-001786,AA00000012419
ID-001786,AA00000012418
ID-001786,AA00000012417
ID-001786,AA00000012416
ID-002736,AA00000012415
ID-002736,AA00000012414
ID-002736,AA00000012413
ID-000052,AA00000012412
ID-000052,AA00000012411
ID-000052,AA00000012410
ID-000052,AA00000012409
ID-000052,AA00000012408
ID-000052,AA00000012407
ID-000052,AA00000012406
ID-000052,AA00000012405
ID-000052,AA00000012404
ID-000052,AA00000012403
ID-000052,AA00000012402
ID-000052,AA00000012401
ID-000052,AA00000012400
ID-000052,AA00000012399
ID-000052,AA00000012398
ID-000052,AA00000012397
ID-000052,AA00000012396
ID-000052,AA00000012395
ID-000052,AA00000012394
ID-000052,AA00000012393
ID-000052,AA00000012392
ID-000052,AA00000012391
ID-000052,AA00000012390
ID-000052,AA00000012389
ID-000052,AA00000012388
ID-000052,AA00000012387
ID-000052,AA00000012386
ID-000052,AA00000012385
ID-000052,AA00000012384
ID-000052,AA00000012383
ID-000052,AA00000012382
ID-000052,AA00000012381
ID-000052,AA00000012380
ID-000052,AA00000012379
ID-000052,AA00000012378
ID-000052,AA00000012377
ID-000052,AA00000012376
ID-000052,AA00000012375
ID-000052,AA00000012374
ID-000052,AA00000012373
ID-000052,AA00000012372
ID-000052,AA00000012371
ID-000052,AA00000012370
ID-000052,AA00000012369
ID-000052,AA00000012368
ID-000052,AA00000012367
ID-000052,AA00000012366
ID-000052,AA00000012365
ID-000052,AA00000012364
ID-000052,AA00000012363
ID-000052,AA00000012362
ID-000052,AA00000012361
ID-000052,AA00000012360
ID-000052,AA00000012359
ID-000052,AA00000012358
ID-000052,AA00000012357
ID-000052,AA00000012356
ID-000052,AA00000012355
ID-000052,AA00000012354
ID-000052,AA00000012353
ID-000052,AA00000012352
ID-000052,AA00000012351
ID-000052,AA00000012350
ID-000052,AA00000012349
ID-000052,AA00000012348
ID-000052,AA00000012347
ID-000052,AA00000012346
ID-000052,AA00000012345
ID-000052,AA00000012344
ID-000052,AA00000012343
ID-000052,AA00000012342
ID-000052,AA00000012341
ID-000052,AA00000012340
ID-000052,AA00000012339
ID-000052,AA00000012338
ID-000052,AA00000012337
ID-000052,AA00000012336
ID-000052,AA00000012335
ID-000052,AA00000012334
ID-000052,AA00000012333
ID-000052,AA00000012332
ID-000052,AA00000012331
ID-000052,AA00000012330
ID-000052,AA00000012329
ID-000052,AA00000012328
ID-000052,AA00000012327
ID-000052,AA00000012326
ID-000052,AA00000012325
ID-000052,AA00000012324
ID-000052,AA00000012323
ID-000052,AA00000012322
ID-000052,AA00000012321
ID-000052,AA00000012320
ID-000052,AA00000012319
ID-000052,AA00000012318
ID-000052,AA00000012317
ID-000052,AA00000012316
ID-000052,AA00000012315
ID-000052,AA00000012314
ID-000052,AA00000012313
ID-000052,AA00000012312
ID-000052,AA00000012311
ID-000052,AA00000012310
ID-000052,AA00000012309
ID-000052,AA00000012308
ID-000052,AA00000012307
ID-000052,AA00000012306
ID-000052,AA00000012305
ID-000052,AA00000012304
ID-000052,AA00000012303
ID-000052,AA00000012302
ID-000052,AA00000012301
ID-000052,AA00000012300
ID-000052,AA00000012299
ID-000052,AA00000012298
ID-000052,AA00000012297
ID-000052,AA00000012296
ID-000052,AA00000012295
ID-000052,AA00000012294
ID-000052,AA00000012293
ID-000052,AA00000012292
ID-000052,AA00000012291
ID-000052,AA00000012290
ID-000052,AA00000012289
ID-000052,AA00000012288
ID-000052,AA00000012287
ID-000052,AA00000012286
ID-000052,AA00000012285
ID-000052,AA00000012284
ID-000052,AA00000012283
ID-000052,AA00000012282
ID-000052,AA00000012281
ID-000052,AA00000012280
ID-000052,AA00000012279
ID-000052,AA00000012278
ID-000052,AA00000012277
ID-000052,AA00000012276
ID-000052,AA00000012275
ID-000052,AA00000012274
ID-000052,AA00000012273
ID-000052,AA00000012272
ID-000052,AA00000012271
ID-000052,AA00000012270
ID-000052,AA00000012269
ID-000052,AA00000012268
ID-000052,AA00000012267
ID-000052,AA00000012266
ID-000052,AA00000012265
ID-000052,AA00000012264
ID-000052,AA00000012263
ID-000052,AA00000012262
ID-000052,AA00000012261
ID-000052,AA00000012260
ID-000052,AA00000012259
ID-000052,AA00000012258
ID-000052,AA00000012257
ID-000052,AA00000012256
ID-000052,AA00000012255
ID-000052,AA00000012254
ID-000052,AA00000012253
ID-000052,AA00000012252
ID-000052,AA00000012251
ID-000052,AA00000012250
ID-000052,AA00000012249
ID-000052,AA00000012248
ID-002761,AA00000012247
ID-002761,AA00000012246
ID-001185,AA00000012245
ID-001185,AA00000012244
ID-000133,AA00000012243
ID-000133,AA00000012242
ID-000133,AA00000012241
ID-000133,AA00000012240
ID-000133,AA00000012239
ID-000133,AA00000012238
ID-000133,AA00000012237
ID-000133,AA00000012236
ID-000133,AA00000012235
ID-000133,AA00000012234
ID-000133,AA00000012233
ID-001859,AA00000012232
ID-001859,AA00000012231
ID-001859,AA00000012230
ID-001859,AA00000012229
ID-005592,AA00000012228
ID-005592,AA00000012227
ID-005592,AA00000012226
ID-005592,AA00000012225
ID-005592,AA00000012224
ID-000792,AA00000012223
ID-000792,AA00000012222
ID-000792,AA00000012221
ID-000792,AA00000012220
ID-000792,AA00000012219
ID-000792,AA00000012218
ID-000792,AA00000012217
ID-000792,AA00000012216
ID-000792,AA00000012215
ID-002537,AA00000012214
ID-001825,AA00000012213
ID-001825,AA00000012212
ID-001364,AA00000012211
ID-001364,AA00000012210
ID-001364,AA00000012209
ID-001364,AA00000012208
ID-005518,AA00000012207
ID-003842,AA00000012206
ID-003842,AA00000012205
ID-003842,AA00000012204
ID-001967,AA00000012203
ID-001967,AA00000012202
ID-001967,AA00000012201
ID-001833,AA00000012200
ID-001833,AA00000012199
ID-003236,AA00000012198
ID-003236,AA00000012197
ID-004367,AA00000012196
ID-004367,AA00000012195
ID-004367,AA00000012194
ID-004367,AA00000012193
ID-005434,AA00000012192
ID-000082,AA00000012191
ID-000082,AA00000012190
ID-000082,AA00000012189
ID-000082,AA00000012188
ID-000082,AA00000012187
ID-001649,AA00000012186
ID-001649,AA00000012185
ID-001649,AA00000012184
ID-005499,AA00000012183
ID-005499,AA00000012182
ID-002746,AA00000012181
ID-002746,AA00000012180
ID-002746,AA00000012179
ID-002746,AA00000012178
ID-003012,AA00000012177
ID-003012,AA00000012176
ID-003012,AA00000012175
ID-001190,AA00000012174
ID-001190,AA00000012173
ID-001190,AA00000012172
ID-001190,AA00000012171
ID-002705,AA00000012170
ID-002705,AA00000012169
ID-002705,AA00000012168
ID-002705,AA00000012167
ID-002705,AA00000012166
ID-002705,AA00000012165
ID-002705,AA00000012164
ID-002705,AA00000012163
